rounds,seed,question_index,effect
30,47,122,0.0
30,47,133,0.0
30,47,163,-0.16666666666666663
30,47,164,0.9166666666666666
30,47,172,0.0
30,47,177,0.0
30,47,185,0.0
30,47,189,0.0
30,47,195,0.0
30,47,220,-0.5833333333333333
30,47,241,0.0
30,47,260,0.0
30,47,264,0.0
30,47,272,0.0
30,47,295,0.0
30,47,355,0.3333333333333333
30,47,376,0.0
30,47,407,0.0
30,47,431,0.0
30,47,450,-0.16666666666666663
30,47,468,0.0
30,47,484,-0.16666666666666663
30,47,487,-0.5
30,47,511,0.0
30,47,518,-0.16666666666666663
30,47,525,0.0
30,47,529,0.3333333333333333
30,47,552,0.0
30,47,560,0.3333333333333333
30,47,594,0.4166666666666667
30,47,612,0.0
30,47,620,0.0
30,47,646,0.0
30,47,648,-0.16666666666666663
30,47,656,0.0
30,47,665,0.75
30,47,669,-0.75
30,47,676,0.9166666666666666
30,47,695,0.0
30,47,701,0.0
30,47,715,0.0
30,47,725,0.0
30,47,726,0.0
30,47,745,0.9166666666666666
30,47,751,0.75
30,47,773,0.0
30,47,802,0.5833333333333334
30,47,803,0.0
30,47,892,0.0
30,47,918,0.0
30,47,931,0.0
30,47,973,0.0
30,47,989,0.0
30,47,1022,0.0
30,47,1023,-0.16666666666666663
30,47,1034,0.0
30,47,1064,0.0
30,47,1072,0.0
30,47,1088,0.0
30,47,1095,0.4166666666666667
30,47,1097,0.0
30,47,1099,-0.16666666666666663
30,47,1123,-0.5833333333333333
30,47,1147,0.0
30,47,1157,0.75
30,47,1170,0.16666666666666666
30,47,1190,0.0
30,47,1206,0.0
30,47,1219,0.0
30,47,1249,0.16666666666666666
30,47,1288,0.0
30,47,1310,-0.5
30,47,1331,0.0
30,47,1353,0.0
30,47,1354,0.0
30,47,1356,-0.16666666666666663
30,47,1358,0.0
30,47,1379,-0.9166666666666666
30,47,1396,-0.75
30,47,1402,0.0
30,47,1424,0.0
30,47,1469,-0.5
30,47,1476,0.0
30,47,1499,0.0
30,47,1525,0.0
30,47,1548,0.5833333333333334
30,47,1564,0.0
30,47,1577,0.25
30,47,1609,0.0
30,47,1622,0.0
30,47,1662,0.5833333333333334
30,47,1681,0.0
30,47,1684,0.0
30,47,1689,0.16666666666666666
30,47,1746,0.3333333333333333
30,47,1779,0.0
30,47,1784,0.0
30,47,1794,0.0
30,47,1839,0.75
30,47,1859,0.0
30,47,1883,0.5833333333333334
30,47,1885,0.0
30,47,1980,0.0
30,47,1987,-0.41666666666666663
30,47,2019,0.0
30,47,2065,0.0
30,47,2088,0.0
30,47,2096,0.0
30,47,2193,0.16666666666666666
30,47,2227,0.0
30,47,2243,0.0
30,47,2248,0.0
30,47,2259,0.0
30,47,2289,-0.5
30,47,2295,0.0
30,47,2335,0.0
30,47,2340,0.5833333333333334
30,47,2398,0.0
30,47,2400,0.0
30,47,2432,0.0
30,47,2438,0.0
30,47,2445,0.0
30,47,2484,0.5833333333333334
30,47,2555,-0.5833333333333333
30,47,2578,0.0
30,47,2598,0.0
30,47,2600,0.0
30,47,2611,0.4166666666666667
30,47,2666,0.0
30,47,2672,0.0
30,47,2679,0.9166666666666666
30,47,2693,-0.16666666666666663
30,47,2716,0.0
30,47,2753,0.9166666666666666
30,47,2760,-0.16666666666666663
30,47,2771,0.9166666666666666
30,47,2787,0.4166666666666667
30,47,2789,-0.16666666666666663
30,47,2798,0.9166666666666666
30,47,2813,0.0
30,47,2824,0.0
30,47,2859,0.0
30,47,2894,0.0
30,47,2917,0.0
30,47,2942,0.0
30,47,2957,0.0
30,47,3030,0.0
30,47,3064,0.0
30,47,3084,-0.5833333333333333
30,47,3108,0.0
30,47,3121,0.0
30,47,3156,0.0
30,47,3219,0.9166666666666666
30,47,3220,-0.33333333333333337
30,47,3222,0.16666666666666666
30,47,3249,0.5833333333333334
30,47,3257,0.0
30,47,3326,0.0
30,47,3333,-0.33333333333333337
30,47,3335,0.0
30,47,3340,0.0
30,47,3380,-0.16666666666666663
30,47,3382,0.0
30,47,3385,0.0
30,47,3404,0.0
30,47,3405,-0.5
30,47,3424,0.0
30,47,3433,-0.16666666666666663
30,47,3442,0.0
30,47,3447,0.0
30,47,3454,0.0
30,47,3464,0.0
30,47,3499,0.5833333333333334
30,47,3560,0.0
30,47,3574,-0.9166666666666666
30,47,3584,0.0
30,47,3597,-0.16666666666666663
30,47,3600,0.75
30,47,3605,-0.9166666666666666
30,47,3621,0.0
30,47,3657,0.0
30,47,3662,0.0
30,47,3680,0.75
30,47,3684,0.0
30,47,3698,0.5833333333333334
30,47,3709,0.0
30,47,3718,-0.16666666666666663
30,47,3754,0.0
30,47,3769,-0.41666666666666663
30,47,3773,-0.5833333333333333
30,47,3796,0.0
30,47,3805,0.0
30,47,3815,0.4166666666666667
30,47,3820,0.0
30,47,3880,0.75
30,47,3915,0.0
30,47,3928,0.0
30,47,3945,0.5833333333333334
30,47,3969,0.3333333333333333
30,47,3978,0.0
30,47,4003,0.0
30,47,4007,-0.5833333333333333
30,47,4025,0.0
30,47,4075,0.9166666666666666
30,47,4083,0.9166666666666666
30,47,4157,0.3333333333333333
30,47,4163,0.0
30,47,4176,0.0
30,47,4186,0.16666666666666666
30,47,4192,0.0
30,47,4197,-0.16666666666666663
30,47,4209,0.0
30,47,4213,0.0
30,47,4231,-0.16666666666666663
30,47,4237,0.0
30,47,4256,0.0
30,47,4261,-0.16666666666666663
30,47,4263,0.0
30,47,4269,0.3333333333333333
30,47,4293,0.0
30,47,4300,0.0
30,47,4313,-0.25
30,47,4346,0.0
30,47,4349,-0.75
30,47,4365,0.16666666666666666
30,47,4394,-0.25
30,47,4404,0.0
30,47,4408,-0.16666666666666663
30,47,4411,0.0
30,47,4436,-0.16666666666666663
30,47,4441,0.3333333333333333
30,47,4442,0.9166666666666666
30,47,4446,0.5
30,47,4455,0.0
30,47,4480,0.0
30,47,4490,0.5833333333333334
30,47,4499,0.0
30,47,4501,0.0
30,47,4503,0.5833333333333334
30,47,4506,0.4166666666666667
30,47,4529,0.0
30,47,4561,-0.75
30,47,4568,-0.75
30,47,4569,0.0
30,47,4578,-0.9166666666666666
30,47,4591,-0.5833333333333333
30,47,4605,0.9166666666666666
30,47,4641,0.75
30,47,4664,-0.16666666666666663
30,47,4666,0.0
30,47,4678,0.9166666666666666
30,47,4686,0.0
30,47,4698,0.16666666666666666
30,47,4703,0.0
30,47,4704,0.25
30,47,4709,0.9166666666666666
30,47,4719,-0.25
30,47,4727,0.0
30,47,4744,-0.33333333333333337
30,47,4746,0.0
30,47,4770,0.0
30,47,4781,0.0
30,47,4813,-0.16666666666666663
30,47,4851,0.5
30,47,4858,-0.16666666666666663
30,47,4870,0.0
30,47,4911,-0.33333333333333337
30,47,4980,0.0
30,47,5002,0.0
30,47,5019,-0.9166666666666666
30,47,5061,0.0
30,47,5078,0.4166666666666667
30,47,5083,0.0
30,47,5095,0.0
30,47,5103,0.9166666666666666
30,47,5107,0.0
30,47,5115,0.5833333333333334
30,47,5146,-0.5833333333333333
30,47,5154,0.0
30,47,5180,-0.16666666666666663
30,47,5185,0.0
30,47,5195,0.0
30,47,5203,-0.16666666666666663
30,47,5243,0.0
30,47,5261,-0.16666666666666663
30,47,5282,0.0
30,47,5286,0.0
30,47,5301,0.9166666666666666
30,47,5317,-0.9166666666666666
30,47,5324,-0.16666666666666663
30,47,5384,0.0
30,47,5386,0.16666666666666666
30,47,5404,-0.25
30,47,5422,0.0
30,47,5433,0.0
30,47,5435,0.9166666666666666
30,47,5454,-0.16666666666666663
30,47,5462,0.9166666666666666
30,47,5476,-0.75
30,47,5494,-0.25
30,47,5511,0.75
30,47,5523,0.3333333333333333
30,47,5529,0.0
30,47,5550,-0.16666666666666663
30,47,5551,0.0
30,47,5556,0.0
30,47,5564,0.4166666666666667
30,47,5577,0.0
30,47,5597,-0.75
30,47,5599,0.16666666666666666
30,47,5609,0.16666666666666666
30,47,5612,0.0
30,47,5625,0.0
30,47,5657,-0.41666666666666663
30,47,5684,0.0
30,47,5711,0.0
30,47,5734,0.0
30,47,5788,-0.16666666666666663
30,47,5794,0.0
30,47,5795,0.0
30,47,5816,0.0
30,47,5825,-0.16666666666666663
30,47,5833,0.9166666666666666
30,47,5834,0.3333333333333333
30,47,5835,0.0
30,47,5858,0.0
30,47,5860,0.4166666666666667
30,47,5902,-0.75
30,47,5903,-0.16666666666666663
30,47,5935,0.16666666666666666
30,47,5992,-0.6666666666666667
30,47,6002,0.16666666666666666
30,47,6059,-0.5
30,47,6076,0.0
30,47,6109,0.0
30,47,6110,0.9166666666666666
30,47,6117,0.0
30,47,6119,-0.16666666666666663
30,47,6142,0.0
30,47,6191,0.0
30,47,6244,0.0
30,47,6273,0.0
30,47,6280,0.0
30,47,6406,0.0
30,47,6419,0.9166666666666666
30,47,6424,0.0
30,47,6431,0.0
30,47,6459,0.0
30,47,6461,-0.41666666666666663
30,47,6497,0.0
30,47,6518,0.9166666666666666
30,47,6531,0.25
30,47,6577,0.0
30,47,6578,-0.16666666666666663
30,47,6579,0.0
30,47,6580,-0.33333333333333337
30,47,6656,0.4166666666666667
30,47,6659,0.0
30,47,6663,-0.33333333333333337
30,47,6717,0.0
30,47,6729,0.0
30,47,6737,0.0
30,47,6767,0.3333333333333333
30,47,6777,0.0
30,47,6782,0.0
30,47,6792,0.0
30,47,6826,0.0
30,47,6837,-0.33333333333333337
30,47,6840,0.9166666666666666
30,47,6850,0.9166666666666666
30,47,6861,0.0
30,47,6911,0.0
30,47,6925,0.0
30,47,7001,0.0
30,47,7028,0.9166666666666666
30,47,7037,0.9166666666666666
30,47,7062,-0.33333333333333337
30,47,7089,0.0
30,47,7108,-0.16666666666666663
30,47,7127,0.0
30,47,7130,0.0
30,47,7171,-0.25
30,47,7187,0.75
30,47,7204,0.0
30,47,7206,0.0
30,47,7245,0.0
30,47,7249,0.0
30,47,7274,0.0
30,47,7285,0.9166666666666666
30,47,7287,-0.33333333333333337
30,47,7339,-0.5833333333333333
30,47,7369,0.0
30,47,7379,0.16666666666666666
30,47,7414,0.0
30,47,7440,-0.16666666666666663
10,73,5,0.5
10,73,21,0.0
10,73,27,-0.25
10,73,67,0.0
10,73,71,-0.75
10,73,122,-0.5
10,73,133,0.0
10,73,163,0.0
10,73,164,0.0
10,73,172,0.0
10,73,177,0.75
10,73,185,0.0
10,73,189,0.0
10,73,195,0.0
10,73,220,0.0
10,73,241,0.0
10,73,260,0.0
10,73,264,-0.75
10,73,272,0.75
10,73,295,0.0
10,73,355,0.5
10,73,376,0.0
10,73,407,-0.25
10,73,431,0.75
10,73,450,0.75
10,73,468,-0.75
10,73,484,-0.25
10,73,487,0.0
10,73,511,0.0
10,73,518,0.0
10,73,525,-0.75
10,73,529,0.0
10,73,552,0.0
10,73,560,0.0
10,73,594,0.0
10,73,612,0.0
10,73,620,0.0
10,73,646,0.0
10,73,648,0.75
10,73,656,0.0
10,73,665,0.75
10,73,669,0.0
10,73,676,0.75
10,73,695,0.0
10,73,701,0.0
10,73,715,0.0
10,73,725,0.0
10,73,726,0.0
10,73,745,0.0
10,73,751,0.0
10,73,773,0.0
10,73,802,0.0
10,73,803,0.0
10,73,892,0.0
10,73,918,0.75
10,73,931,0.75
10,73,973,0.0
10,73,989,0.0
10,73,1022,0.0
10,73,1023,0.75
10,73,1034,-0.25
10,73,1064,0.0
10,73,1072,0.0
10,73,1088,0.0
10,73,1095,0.0
10,73,1097,0.0
10,73,1099,0.75
10,73,1123,0.0
10,73,1147,0.0
10,73,1157,0.0
10,73,1170,0.0
10,73,1190,0.0
10,73,1206,0.75
10,73,1219,0.0
10,73,1249,0.0
10,73,1288,0.0
10,73,1310,0.0
10,73,1331,0.75
10,73,1353,0.0
10,73,1354,0.0
10,73,1356,0.0
10,73,1358,-0.25
10,73,1379,-0.25
10,73,1396,-0.75
10,73,1402,0.0
10,73,1424,0.25
10,73,1469,0.0
10,73,1476,0.0
10,73,1499,0.5
10,73,1525,0.5
10,73,1548,0.0
10,73,1564,0.0
10,73,1577,0.0
10,73,1609,0.0
10,73,1622,0.0
10,73,1662,-0.25
10,73,1681,0.0
10,73,1684,0.0
10,73,1689,0.0
10,73,1746,-0.25
10,73,1779,0.0
10,73,1784,0.0
10,73,1794,0.0
10,73,1839,0.0
10,73,1859,-0.25
10,73,1883,0.75
10,73,1885,-0.5
10,73,1980,0.0
10,73,1987,0.0
10,73,2019,0.0
10,73,2065,0.0
10,73,2088,0.0
10,73,2096,-0.75
10,73,2193,0.5
10,73,2227,0.0
10,73,2243,0.0
10,73,2248,0.0
10,73,2259,0.0
10,73,2289,0.5
10,73,2295,0.0
10,73,2335,-0.5
10,73,2340,0.0
10,73,2398,0.0
10,73,2400,0.0
10,73,2432,0.0
10,73,2438,0.0
10,73,2445,0.0
10,73,2484,0.0
10,73,2555,-0.5
10,73,2578,0.0
10,73,2598,0.0
10,73,2600,0.0
10,73,2611,0.0
10,73,2666,-0.5
10,73,2672,0.0
10,73,2679,0.0
10,73,2693,0.0
10,73,2716,0.75
10,73,2753,0.0
10,73,2760,-0.5
10,73,2771,0.0
10,73,2787,0.75
10,73,2789,0.0
10,73,2798,0.0
10,73,2813,0.0
10,73,2824,0.25
10,73,2859,0.0
10,73,2894,0.0
10,73,2917,0.0
10,73,2942,0.0
10,73,2957,0.0
10,73,3030,0.5
10,73,3064,0.0
10,73,3084,0.0
10,73,3108,0.75
10,73,3121,0.0
10,73,3156,0.0
10,73,3219,0.0
10,73,3220,0.0
10,73,3222,0.0
10,73,3249,0.75
10,73,3257,-0.25
10,73,3326,0.0
10,73,3333,-0.25
10,73,3335,0.0
10,73,3340,0.0
10,73,3380,0.25
10,73,3382,0.25
10,73,3385,0.0
10,73,3404,0.0
10,73,3405,0.0
10,73,3424,0.0
10,73,3433,0.0
10,73,3442,0.0
10,73,3447,0.0
10,73,3454,0.0
10,73,3464,0.75
10,73,3499,-0.25
10,73,3560,0.0
10,73,3574,0.5
10,73,3584,0.0
10,73,3597,0.0
10,73,3600,0.75
10,73,3605,-0.75
10,73,3621,0.5
10,73,3657,0.0
10,73,3662,0.0
10,73,3680,-0.25
10,73,3684,-0.25
10,73,3698,-0.75
10,73,3709,0.5
10,73,3718,-0.25
10,73,3754,0.75
10,73,3769,0.0
10,73,3773,-0.25
10,73,3796,0.0
10,73,3805,0.0
10,73,3815,0.0
10,73,3820,-0.25
10,73,3880,-0.75
10,73,3915,0.0
10,73,3928,0.0
10,73,3945,0.0
10,73,3969,0.5
10,73,3978,-0.5
10,73,4003,0.0
10,73,4007,0.5
10,73,4025,0.0
10,73,4075,0.0
10,73,4083,0.25
10,73,4157,0.75
10,73,4163,0.5
10,73,4176,0.5
10,73,4186,0.0
10,73,4192,0.0
10,73,4197,0.0
10,73,4209,0.0
10,73,4213,0.0
10,73,4231,0.0
10,73,4237,0.0
10,73,4256,0.0
10,73,4261,-0.25
10,73,4263,0.0
10,73,4269,-0.75
10,73,4293,0.25
10,73,4300,0.0
10,73,4313,0.0
10,73,4346,0.0
10,73,4349,0.0
10,73,4365,0.0
10,73,4394,0.0
10,73,4404,0.0
10,73,4408,0.0
10,73,4411,0.0
10,73,4436,-0.5
10,73,4441,0.0
10,73,4442,0.75
10,73,4446,0.5
10,73,4455,0.0
10,73,4480,-0.25
10,73,4490,0.5
10,73,4499,0.0
10,73,4501,-0.25
10,73,4503,0.0
10,73,4506,0.0
10,73,4529,-0.75
10,73,4561,0.0
10,73,4568,0.75
10,73,4569,0.25
10,73,4578,-0.75
10,73,4591,-0.25
10,73,4605,0.0
10,73,4641,0.75
10,73,4664,0.0
10,73,4666,-0.75
10,73,4678,0.5
10,73,4686,0.0
10,73,4698,0.0
10,73,4703,0.0
10,73,4704,0.0
10,73,4709,0.75
10,73,4719,0.5
10,73,4727,0.0
10,73,4744,-0.5
10,73,4746,0.0
10,73,4770,0.0
10,73,4781,0.0
10,73,4813,0.0
10,73,4851,0.0
10,73,4858,0.0
10,73,4870,0.75
10,73,4911,0.0
10,73,4980,0.0
10,73,5002,0.0
10,73,5019,-0.25
10,73,5061,0.75
10,73,5078,0.75
10,73,5083,0.0
10,73,5095,0.0
10,73,5103,0.75
10,73,5107,0.0
10,73,5115,0.0
10,73,5146,-0.75
10,73,5154,0.0
10,73,5180,0.0
10,73,5185,0.0
10,73,5195,0.0
10,73,5203,0.25
10,73,5243,0.0
10,73,5261,0.0
10,73,5282,0.25
10,73,5286,0.0
10,73,5301,-0.75
10,73,5317,0.0
10,73,5324,-0.25
10,73,5384,0.0
10,73,5386,0.5
10,73,5404,-0.25
10,73,5422,0.0
10,73,5433,0.0
10,73,5435,0.25
10,73,5454,0.0
10,73,5462,0.0
10,73,5476,-0.75
10,73,5494,-0.25
10,73,5511,-0.25
10,73,5523,0.25
10,73,5529,0.0
10,73,5550,0.0
10,73,5551,0.0
10,73,5556,0.0
10,73,5564,0.0
10,73,5577,0.0
10,73,5597,0.75
10,73,5599,0.0
10,73,5609,0.0
10,73,5612,0.0
10,73,5625,0.0
10,73,5657,0.0
10,73,5684,0.0
10,73,5711,-0.75
10,73,5734,0.0
10,73,5788,0.0
10,73,5794,0.0
10,73,5795,0.75
10,73,5816,0.5
10,73,5825,0.75
10,73,5833,-0.25
10,73,5834,0.5
10,73,5835,0.75
10,73,5858,0.0
10,73,5860,-0.25
10,73,5902,-0.75
10,73,5903,-0.25
10,73,5935,0.5
10,73,5992,0.0
10,73,6002,0.0
10,73,6059,0.0
10,73,6076,0.0
10,73,6109,0.0
10,73,6110,0.0
10,73,6117,0.0
10,73,6119,0.0
10,73,6142,-0.25
10,73,6191,0.0
10,73,6244,0.0
10,73,6273,0.0
10,73,6280,0.0
10,73,6406,0.0
10,73,6419,0.0
10,73,6424,0.0
10,73,6431,0.0
10,73,6459,0.0
10,73,6461,0.0
10,73,6497,0.0
10,73,6518,-0.25
10,73,6531,-0.75
10,73,6577,-0.25
10,73,6578,-0.25
10,73,6579,0.0
10,73,6580,-0.5
10,73,6656,0.0
10,73,6659,0.0
10,73,6663,0.0
10,73,6717,0.0
10,73,6729,0.0
10,73,6737,0.0
10,73,6767,0.0
10,73,6777,0.0
10,73,6782,0.0
10,73,6792,0.0
10,73,6826,-0.25
10,73,6837,-0.25
10,73,6840,0.0
10,73,6850,0.0
10,73,6861,0.0
10,73,6911,0.0
10,73,6925,0.25
10,73,7001,0.0
10,73,7028,0.75
10,73,7037,0.0
10,73,7062,-0.25
10,73,7089,-0.75
10,73,7108,0.0
10,73,7127,0.0
10,73,7130,0.0
10,73,7171,-0.5
10,73,7187,0.25
10,73,7204,0.0
10,73,7206,0.0
10,73,7245,0.5
10,73,7249,0.0
10,73,7274,-0.5
10,73,7285,0.0
10,73,7287,0.5
10,73,7339,-0.25
10,73,7369,0.0
10,73,7379,0.0
10,73,7414,0.0
10,73,7440,-0.25
30,73,5,0.75
30,73,21,0.0
30,73,27,-0.75
30,73,67,0.4166666666666667
30,73,71,-0.75
30,73,122,-0.16666666666666663
30,73,133,0.0
30,73,163,0.0
30,73,164,0.4166666666666667
30,73,172,0.0
30,73,177,0.9166666666666666
30,73,185,0.0
30,73,189,0.0
30,73,195,0.0
30,73,220,0.16666666666666666
30,73,241,0.0
30,73,260,0.0
30,73,264,-0.6666666666666667
30,73,272,0.9166666666666666
30,73,295,0.0
30,73,355,0.75
30,73,376,0.0
30,73,407,-0.16666666666666663
30,73,431,0.75
30,73,450,0.75
30,73,468,-0.6666666666666667
30,73,484,-0.41666666666666663
30,73,487,0.0
30,73,511,0.0
30,73,518,0.0
30,73,525,-0.75
30,73,529,0.0
30,73,552,0.0
30,73,560,0.0
30,73,594,0.0
30,73,612,0.0
30,73,620,-0.41666666666666663
30,73,646,0.0
30,73,648,0.75
30,73,656,0.0
30,73,665,0.9166666666666666
30,73,669,0.0
30,73,676,0.75
30,73,695,-0.41666666666666663
30,73,701,0.0
30,73,715,-0.16666666666666663
30,73,725,0.0
30,73,726,0.0
30,73,745,0.0
30,73,751,0.4166666666666667
30,73,773,0.0
30,73,802,-0.16666666666666663
30,73,803,0.0
30,73,892,0.0
30,73,918,0.9166666666666666
30,73,931,0.9166666666666666
30,73,973,0.0
30,73,989,0.0
30,73,1022,0.0
30,73,1023,0.5833333333333334
30,73,1034,-0.16666666666666663
30,73,1064,0.0
30,73,1072,0.0
30,73,1088,0.0
30,73,1095,-0.33333333333333337
30,73,1097,0.0
30,73,1099,0.5
30,73,1123,0.0
30,73,1147,0.0
30,73,1157,0.0
30,73,1170,0.0
30,73,1190,0.0
30,73,1206,0.9166666666666666
30,73,1219,0.0
30,73,1249,-0.5833333333333333
30,73,1288,0.0
30,73,1310,0.0
30,73,1331,0.9166666666666666
30,73,1353,0.0
30,73,1354,0.0
30,73,1356,0.0
30,73,1358,-0.33333333333333337
30,73,1379,-0.33333333333333337
30,73,1396,-0.75
30,73,1402,-0.16666666666666663
30,73,1424,0.16666666666666666
30,73,1469,0.3333333333333333
30,73,1476,0.0
30,73,1499,0.3333333333333333
30,73,1525,0.5833333333333334
30,73,1548,0.4166666666666667
30,73,1564,0.0
30,73,1577,0.0
30,73,1609,0.0
30,73,1622,0.0
30,73,1662,-0.5833333333333333
30,73,1681,0.0
30,73,1684,0.0
30,73,1689,0.0
30,73,1746,-0.75
30,73,1779,0.0
30,73,1784,0.0
30,73,1794,0.0
30,73,1839,0.4166666666666667
30,73,1859,-0.5833333333333333
30,73,1883,0.9166666666666666
30,73,1885,-0.33333333333333337
30,73,1980,0.0
30,73,1987,0.0
30,73,2019,0.0
30,73,2065,0.0
30,73,2088,-0.16666666666666663
30,73,2096,-0.75
30,73,2193,0.3333333333333333
30,73,2227,0.0
30,73,2243,0.0
30,73,2248,0.0
30,73,2259,0.0
30,73,2289,0.16666666666666666
30,73,2295,-0.16666666666666663
30,73,2335,-0.75
30,73,2340,0.16666666666666666
30,73,2398,0.0
30,73,2400,0.0
30,73,2432,0.0
30,73,2438,0.0
30,73,2445,-0.5833333333333333
30,73,2484,0.0
30,73,2555,-0.75
30,73,2578,0.0
30,73,2598,0.0
30,73,2600,0.0
30,73,2611,0.0
30,73,2666,-0.5833333333333333
30,73,2672,0.0
30,73,2679,0.0
30,73,2693,0.0
30,73,2716,0.9166666666666666
30,73,2753,0.0
30,73,2760,-0.5833333333333333
30,73,2771,0.0
30,73,2787,0.6666666666666666
30,73,2789,-0.16666666666666663
30,73,2798,-0.5833333333333333
30,73,2813,0.0
30,73,2824,0.5833333333333334
30,73,2859,-0.16666666666666663
30,73,2894,0.0
30,73,2917,0.0
30,73,2942,-0.16666666666666663
30,73,2957,0.0
30,73,3030,0.4166666666666667
30,73,3064,0.0
30,73,3084,-0.41666666666666663
30,73,3108,0.6666666666666666
30,73,3121,0.0
30,73,3156,0.0
30,73,3219,0.0
30,73,3220,-0.5833333333333333
30,73,3222,0.0
30,73,3249,0.6666666666666666
30,73,3257,-0.16666666666666663
30,73,3326,0.0
30,73,3333,-0.41666666666666663
30,73,3335,0.0
30,73,3340,0.0
30,73,3380,0.75
30,73,3382,0.75
30,73,3385,-0.16666666666666663
30,73,3404,-0.5833333333333333
30,73,3405,0.5833333333333334
30,73,3424,0.0
30,73,3433,0.0
30,73,3442,0.0
30,73,3447,0.0
30,73,3454,0.0
30,73,3464,0.9166666666666666
30,73,3499,-0.33333333333333337
30,73,3560,0.0
30,73,3574,0.16666666666666666
30,73,3584,0.0
30,73,3597,0.0
30,73,3600,0.9166666666666666
30,73,3605,-0.5833333333333333
30,73,3621,0.16666666666666666
30,73,3657,0.0
30,73,3662,0.0
30,73,3680,-0.16666666666666663
30,73,3684,-0.16666666666666663
30,73,3698,-0.6666666666666667
30,73,3709,0.75
30,73,3718,-0.16666666666666663
30,73,3754,0.9166666666666666
30,73,3769,-0.25
30,73,3773,-0.5833333333333333
30,73,3796,0.0
30,73,3805,0.0
30,73,3815,0.4166666666666667
30,73,3820,-0.16666666666666663
30,73,3880,-0.9166666666666666
30,73,3915,0.0
30,73,3928,0.0
30,73,3945,0.3333333333333333
30,73,3969,0.16666666666666666
30,73,3978,-0.41666666666666663
30,73,4003,0.0
30,73,4007,0.16666666666666666
30,73,4025,-0.25
30,73,4075,-0.25
30,73,4083,0.75
30,73,4157,0.9166666666666666
30,73,4163,0.5
30,73,4176,0.5833333333333334
30,73,4186,0.0
30,73,4192,-0.41666666666666663
30,73,4197,-0.16666666666666663
30,73,4209,-0.16666666666666663
30,73,4213,0.0
30,73,4231,-0.25
30,73,4237,-0.41666666666666663
30,73,4256,0.0
30,73,4261,-0.5833333333333333
30,73,4263,-0.41666666666666663
30,73,4269,-0.75
30,73,4293,0.75
30,73,4300,0.0
30,73,4313,0.0
30,73,4346,0.0
30,73,4349,-0.25
30,73,4365,0.0
30,73,4394,-0.16666666666666663
30,73,4404,0.0
30,73,4408,0.0
30,73,4411,0.0
30,73,4436,-0.16666666666666663
30,73,4441,0.5833333333333334
30,73,4442,0.9166666666666666
30,73,4446,0.5833333333333334
30,73,4455,0.0
30,73,4480,-0.33333333333333337
30,73,4490,0.5833333333333334
30,73,4499,0.0
30,73,4501,-0.16666666666666663
30,73,4503,-0.41666666666666663
30,73,4506,0.16666666666666666
30,73,4529,-0.9166666666666666
30,73,4561,0.0
30,73,4568,0.75
30,73,4569,0.16666666666666666
30,73,4578,-0.9166666666666666
30,73,4591,-0.16666666666666663
30,73,4605,0.0
30,73,4641,0.6666666666666666
30,73,4664,0.0
30,73,4666,-0.5
30,73,4678,0.75
30,73,4686,0.0
30,73,4698,0.0
30,73,4703,0.0
30,73,4704,0.0
30,73,4709,0.9166666666666666
30,73,4719,0.4166666666666667
30,73,4727,0.0
30,73,4744,-0.33333333333333337
30,73,4746,0.0
30,73,4770,0.0
30,73,4781,0.0
30,73,4813,-0.16666666666666663
30,73,4851,0.0
30,73,4858,0.5833333333333334
30,73,4870,0.9166666666666666
30,73,4911,-0.33333333333333337
30,73,4980,0.0
30,73,5002,0.0
30,73,5019,-0.75
30,73,5061,0.9166666666666666
30,73,5078,0.5833333333333334
30,73,5083,0.0
30,73,5095,-0.25
30,73,5103,0.9166666666666666
30,73,5107,-0.25
30,73,5115,-0.25
30,73,5146,-0.9166666666666666
30,73,5154,0.0
30,73,5180,0.0
30,73,5185,0.0
30,73,5195,0.0
30,73,5203,0.5833333333333334
30,73,5243,0.0
30,73,5261,0.0
30,73,5282,0.16666666666666666
30,73,5286,0.0
30,73,5301,-0.75
30,73,5317,0.0
30,73,5324,-0.16666666666666663
30,73,5384,0.0
30,73,5386,0.5833333333333334
30,73,5404,-0.16666666666666663
30,73,5422,0.0
30,73,5433,0.0
30,73,5435,0.16666666666666666
30,73,5454,0.0
30,73,5462,0.0
30,73,5476,-0.5
30,73,5494,-0.5833333333333333
30,73,5511,-0.5833333333333333
30,73,5523,0.16666666666666666
30,73,5529,0.0
30,73,5550,-0.25
30,73,5551,0.0
30,73,5556,0.0
30,73,5564,0.16666666666666666
30,73,5577,0.0
30,73,5597,0.5833333333333334
30,73,5599,-0.16666666666666663
30,73,5609,0.0
30,73,5612,0.5833333333333334
30,73,5625,0.0
30,73,5657,-0.41666666666666663
30,73,5684,0.0
30,73,5711,-0.9166666666666666
30,73,5734,0.0
30,73,5788,0.16666666666666666
30,73,5794,0.0
30,73,5795,0.5
30,73,5816,0.75
30,73,5825,0.6666666666666666
30,73,5833,-0.5833333333333333
30,73,5834,0.4166666666666667
30,73,5835,0.9166666666666666
30,73,5858,0.0
30,73,5860,-0.5833333333333333
30,73,5902,-0.9166666666666666
30,73,5903,-0.5833333333333333
30,73,5935,0.5833333333333334
30,73,5992,0.0
30,73,6002,0.3333333333333333
30,73,6059,-0.41666666666666663
30,73,6076,0.0
30,73,6109,0.0
