study,cell,proposal,seed,round,S,M,J,allocation_phase,nonempty_questions,mean_trace_count,mean_entropy,mean_normalized_entropy,mean_effective_count,mean_effective_fraction,mean_largest_weight,mean_correct_trace_mass,mean_trace_age,buffer_rows_all_questions,buffer_active_questions,buffer_lifecycle,refresh
common_grid,VIN-S8-B8-U4,question,31,22,8,8,4,after_last_inner_refresh,8,8,0.2974100712373425,0.14302401162818246,1.2445185833885186,0.15556482292356483,0.9008134827017784,0.8738931126364561,1.8125,956,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,23,8,8,4,after_last_inner_refresh,8,8,0.6010609446609134,0.2890492147114452,1.6698371512276322,0.20872964390345403,0.7634781897068024,0.677411733879231,5.578125,964,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,24,8,8,4,after_last_inner_refresh,8,8,0.5068514928368908,0.24374404506098343,1.6184888164456164,0.20231110205570205,0.777659934014082,0.7019279998057537,1.59375,971,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,25,8,8,4,after_last_inner_refresh,8,8,0.4094779493865916,0.1969172689778059,1.4327946095086483,0.17909932618858104,0.8343208394944668,0.49985980388915363,4.40625,980,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,26,8,8,4,after_last_inner_refresh,8,8,0.794176009658761,0.38191793024256004,2.138822446610442,0.2673528058263053,0.6606027595698833,0.9269845045345153,5.734375,985,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,27,8,8,4,after_last_inner_refresh,8,8,0.6188582039649476,0.2976078872912269,1.8419946071268487,0.2302493258908561,0.7358951531350613,0.8317500285236337,3.234375,994,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,28,8,8,4,after_last_inner_refresh,8,8,0.4683723531272647,0.22523949038206645,1.567945030722843,0.19599312884035539,0.8136231154203415,0.8742973637194684,3.421875,1005,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,29,8,8,4,after_last_inner_refresh,8,8,0.5180860338790095,0.24914671727702623,1.7893142539173794,0.22366428173967243,0.7668279930949211,0.5898314102268629,1.359375,1012,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,30,8,8,4,after_last_inner_refresh,8,8,0.330210575350697,0.1587977198358473,1.3440029762963557,0.16800037203704446,0.863215871155262,0.5488894245031415,4.84375,1017,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,31,31,8,8,4,after_last_inner_refresh,8,8,0.40813683740323214,0.1962723304419161,1.4266670164186313,0.1783333770523289,0.8210301771759987,0.8729953525759577,4.078125,1024,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,0,8,8,4,after_last_inner_refresh,8,6.25,0.23147321680344343,0.12103126359170402,1.2571315364194777,0.19927621935321022,0.9007799178361893,0.6364880457742063,0,50,8,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,1,8,8,4,after_last_inner_refresh,8,6.125,0.14408957517207882,0.08673354775889404,1.1032772969644533,0.19352306966036475,0.9551359638571739,0.7194290033570486,0,99,16,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,2,8,8,4,after_last_inner_refresh,8,6.75,0.07371891019531535,0.039544207623301623,1.0521551498055295,0.1585799120544836,0.9766791090369225,0.49993084967178697,0,153,24,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,3,8,8,4,after_last_inner_refresh,8,6.75,0.08367021822997148,0.0438002475508775,1.054386347422648,0.15867363084449945,0.975497841835022,0.49989914037027333,0,207,32,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,4,8,8,4,after_last_inner_refresh,8,6.25,0.025614720644510078,0.013247638653273887,1.0120017708065487,0.17627930615649826,0.9942207634449005,0.8749998667196737,0,257,40,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,5,8,8,4,after_last_inner_refresh,8,6.75,0.11356238565630665,0.06136781555829787,1.1010114103641078,0.16587894151279503,0.9570084810256958,0.7499987315680803,0,311,48,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,6,8,8,4,after_last_inner_refresh,8,6,0.09591320402610339,0.06713168688093687,1.1211794765155318,0.20744984661310498,0.9472202509641647,0.6235522937685067,0,359,56,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,7,8,8,4,after_last_inner_refresh,8,6.625,0.11229267998880914,0.06083694712496234,1.0738903159688782,0.16442634513706167,0.9690149948000908,0.8980260911182812,0,412,64,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,8,8,8,4,after_last_inner_refresh,8,7,0.1381085182174198,0.06852253145563235,1.1087039057663026,0.16046971255702536,0.9528596922755241,0.7496342805565486,0,468,72,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,9,8,8,4,after_last_inner_refresh,8,7.25,0.15987412476853438,0.07956026394164731,1.1015086936704488,0.15238997862893802,0.955018974840641,0.4994738881454944,0,526,80,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,10,8,8,4,after_last_inner_refresh,8,7.125,0.1090945247975154,0.0548079692223423,1.0734320237164645,0.1514381489825385,0.9676771983504295,0.7209135839617097,0,583,88,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,11,8,8,4,after_last_inner_refresh,8,6.75,0.17888553765990245,0.08688708300942172,1.2331487998520414,0.18079967116762685,0.891912117600441,0.7482419578943685,0,637,96,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,12,8,8,4,after_last_inner_refresh,8,7.125,0.2943178847498078,0.14592133118747874,1.2732321829546216,0.18005002146391494,0.8981666788458824,0.6239168874337127,0,694,104,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,13,8,8,4,after_last_inner_refresh,8,7.125,0.34057986678291363,0.17043698082953398,1.3223898625558674,0.1865990837292139,0.873881459236145,0.8544453150794502,0,751,112,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,14,8,8,4,after_last_inner_refresh,8,7.25,0.1389309653311331,0.06785668306385587,1.1496305629437882,0.15878406407823148,0.9397933632135391,0.6204863868470052,0,809,120,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,15,8,8,4,after_last_inner_refresh,8,7.125,0.32478647884907436,0.16335765709139272,1.260211874503566,0.1795850433127979,0.8920919522643089,0.6241058781923357,0,866,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,16,8,8,4,after_last_inner_refresh,8,8,0.18907188908151581,0.09092435891647034,1.1951170660483783,0.1493896332560473,0.910310186445713,0.749609100733332,0.40625,877,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,17,8,8,4,after_last_inner_refresh,8,8,0.6108639203135453,0.2937634494981143,1.8433025350081687,0.23041281687602108,0.7506329379975796,0.7336177795281006,0.1875,886,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,18,8,8,4,after_last_inner_refresh,8,8,0.4002682188639555,0.19248832479349565,1.4395955119014165,0.17994943898767707,0.8546606600284576,0.4997923618042995,1.28125,892,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,19,8,8,4,after_last_inner_refresh,8,8,0.30529064662251115,0.1468137673040273,1.2539772780905623,0.15674715976132028,0.9010343477129936,0.49030582528478867,1.3125,902,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,20,8,8,4,after_last_inner_refresh,8,8,0.43687728575007906,0.2100935645428899,1.441696057039644,0.1802120071299555,0.8344961330294609,0.5872196088088448,2.234375,911,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,21,8,8,4,after_last_inner_refresh,8,8,0.5972365661363983,0.2872100774008451,1.6839410196540012,0.21049262745675015,0.7560298964381218,0.7937717837299493,1.8125,925,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,22,8,8,4,after_last_inner_refresh,8,8,0.1874582634768911,0.09014836903058916,1.1540244880146449,0.1442530610018306,0.9328034147620201,0.6345346374897602,1.015625,937,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,23,8,8,4,after_last_inner_refresh,8,8,0.41965596184708476,0.20181185834542575,1.4575216361059917,0.18219020451324897,0.8041807785630226,0.5049205385714055,0,945,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,24,8,8,4,after_last_inner_refresh,8,8,0.526724168919418,0.2533007821388017,1.6763406460252588,0.20954258075315735,0.7723868787288666,0.7427590516717197,0.1875,948,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,25,8,8,4,after_last_inner_refresh,8,8,0.2914773450641446,0.1401709734185075,1.2548591200364658,0.15685739000455823,0.8923610001802444,0.4637268171437047,1.734375,960,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,26,8,8,4,after_last_inner_refresh,8,8,0.33175273843258063,0.1595393435126725,1.2976496767019683,0.16220620958774604,0.8834196031093597,0.6259687873814953,3.84375,978,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,27,8,8,4,after_last_inner_refresh,8,8,0.7950047452658114,0.38231646782605994,2.0572646565013173,0.25715808206266466,0.6996983289718628,0.6888100155155533,1.0,989,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,28,8,8,4,after_last_inner_refresh,8,8,0.17321836522302772,0.08330042549938514,1.1716830734960948,0.14646038418701185,0.9230228587985039,0.5167216066909878,3.546875,996,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,29,8,8,4,after_last_inner_refresh,8,8,0.37985898369652843,0.18267355733870105,1.4505349418565598,0.18131686773206998,0.8633346036076546,0.7471815063948248,7.375,1004,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,30,8,8,4,after_last_inner_refresh,8,8,0.7076876883300754,0.3403258394839914,1.915412708302133,0.23942658853776663,0.7091816663742065,0.49926370435821815,4.203125,1012,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,47,31,8,8,4,after_last_inner_refresh,8,8,0.6647930606630766,0.3196978839453389,1.6861078317986105,0.2107634789748263,0.7344833612442017,0.8398515046327416,7.578125,1024,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,0,8,8,4,after_last_inner_refresh,8,6,0.1350208853304434,0.06929257956080975,1.1226728278107463,0.19038000938364297,0.9492907673120499,0.6250000113706708,0,48,8,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,1,8,8,4,after_last_inner_refresh,8,6.5,0.12600523278882683,0.06395394645592622,1.1319415737591487,0.1762569114848752,0.9437708929181099,0.4565003408306735,0,100,16,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,2,8,8,4,after_last_inner_refresh,8,6,0.17511420100617905,0.11368734085870984,1.122931087684893,0.20557217931665817,0.9483929350972176,0.844404400139439,0,148,24,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,3,8,8,4,after_last_inner_refresh,8,6.25,0.24560808868151934,0.1430025888690086,1.285548555143899,0.21699815864159827,0.8984686657786369,0.9064990944076665,0,198,32,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,4,8,8,4,after_last_inner_refresh,8,6.375,0.2724584294207948,0.143354195932074,1.2378222266486416,0.20667593477077134,0.9055747017264366,0.6243499590718119,0,249,40,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,5,8,8,4,after_last_inner_refresh,8,5.75,0.34275622873368383,0.20149897460503838,1.4224352988272018,0.2885768083643476,0.8225970417261124,0.7499634539987983,0,295,48,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,6,8,8,4,after_last_inner_refresh,8,7,0.022036636381456635,0.010920177302979199,1.0082256444208664,0.1454282622490864,0.9959498569369316,0.7497443941206946,0,351,56,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,7,8,8,4,after_last_inner_refresh,8,6.875,0.2418068485387576,0.1194454705306856,1.249366081216249,0.1877898401050923,0.8981784656643867,0.9106189363262932,0,406,64,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,8,8,8,4,after_last_inner_refresh,8,6.75,0.315102058503889,0.15992754888861252,1.3629548381573589,0.20161634094989592,0.8798189982771873,0.8717129709958292,0,460,72,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,9,8,8,4,after_last_inner_refresh,8,7.5,0.34765949709341076,0.1883938893096172,1.404637160058932,0.20553843076024714,0.8540405705571175,0.7743384340776102,0,520,80,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,10,8,8,4,after_last_inner_refresh,8,6.625,0.17364052934642452,0.08536169013678856,1.1966865873965333,0.21083280791284942,0.9181046262383461,0.9994565740821723,0,573,88,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,11,8,8,4,after_last_inner_refresh,8,6.875,0.39239144004031373,0.19366660848657435,1.3900371302548926,0.20594505705281851,0.8718266412615776,0.8580270629818221,0,628,96,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,12,8,8,4,after_last_inner_refresh,8,7.375,0.3561557464735808,0.17849575241516422,1.3708184495414726,0.186438540937723,0.8327771835029125,0.7593001618015156,0,687,104,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,13,8,8,4,after_last_inner_refresh,8,6.875,0.14638511912215038,0.07604393255052136,1.0859832509835186,0.16176075316102323,0.9605491906404495,0.6240773245080908,0,742,112,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,14,8,8,4,after_last_inner_refresh,8,7.375,0.3968402131174327,0.19672201950717091,1.4100113784926396,0.19067332097702866,0.8467966541647911,0.991433337658559,0,801,120,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,15,8,8,4,after_last_inner_refresh,8,7.875,0.5203003324979838,0.250211570932554,1.6540065466592362,0.20898296118954737,0.7541379183530807,0.8796435998074208,0,864,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,16,8,8,4,after_last_inner_refresh,8,8,0.30751297371219877,0.1478824807278691,1.3357845527410463,0.1669730690926308,0.855141457170248,0.8769507020929815,1.03125,877,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,17,8,8,4,after_last_inner_refresh,8,8,0.3950179386860228,0.18996347373483524,1.410404322854708,0.1763005403568385,0.8415663167834282,0.6241733389006042,2.1875,892,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,18,8,8,4,after_last_inner_refresh,8,8,0.4522890047235306,0.21750503472108088,1.3957147271390802,0.17446434089238502,0.8389827981591225,0.873995675858546,2.328125,896,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,19,8,8,4,after_last_inner_refresh,8,7.75,0.2348061691981057,0.11291789862418487,1.2412522833472983,0.1603648687517456,0.9157944023609161,0.7501582282254303,2.8072916666666665,903,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,20,8,8,4,after_last_inner_refresh,8,8,0.22489955461583097,0.10815382404746532,1.160169727972928,0.145021215996616,0.9341103732585907,0.8462228132124061,2.625,917,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,21,8,8,4,after_last_inner_refresh,8,8,0.410130661383127,0.19723115709798267,1.3594406175600697,0.16993007719500872,0.8501253873109818,0.8541017141615722,2.65625,923,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,22,8,8,4,after_last_inner_refresh,8,8,0.6821546535553762,0.3280470452678901,1.9746953968474958,0.24683692460593698,0.6643816754221916,0.6437134076197271,2.953125,937,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,23,8,8,4,after_last_inner_refresh,8,7.625,0.5570386638094217,0.27979805460066526,1.8101218234025997,0.24440617647935584,0.7301614508032799,0.499092363523883,2.80625,945,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,24,8,8,4,after_last_inner_refresh,8,8,0.5740376142205943,0.2760537397732611,1.645863009851039,0.20573287623137987,0.7809299007058144,0.7503189620658554,3.65625,958,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,25,8,8,4,after_last_inner_refresh,8,8,0.5696519504955927,0.2739446813375723,1.7131491791149471,0.2141436473893684,0.7718935050070286,0.4925741813883633,2.828125,964,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,26,8,8,4,after_last_inner_refresh,8,8,0.3679899331808034,0.1769657505656687,1.4078394739396622,0.17597993424245778,0.8677571788430214,0.6381404351372554,2.703125,972,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,27,8,8,4,after_last_inner_refresh,8,8,0.4565308983215698,0.2195449543403708,1.4442059931576472,0.1805257491447059,0.8234954364597797,0.5260869341656156,3.09375,977,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,28,8,8,4,after_last_inner_refresh,8,8,0.36573050457174416,0.17587919508249122,1.3304615344328694,0.16630769180410868,0.860174871981144,0.7684328555806301,4.140625,985,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,29,8,8,4,after_last_inner_refresh,8,8,0.562180548471443,0.27035169645466284,1.6415040549111,0.2051880068638875,0.768928050994873,0.5284399524378074,5.234375,997,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,30,8,8,4,after_last_inner_refresh,8,7.75,0.5406308647671738,0.2665007537489053,1.6127777445722864,0.21134884733750364,0.7987068593502045,0.7368214247821674,9.65625,1010,128,persistent,inner_step
common_grid,VIN-S8-B8-U4,question,73,31,8,8,4,after_last_inner_refresh,8,8,0.5317496969374453,0.25571755025528725,1.4786909016225163,0.18483636270281453,0.8087326064705849,0.8665927368278076,9.6875,1017,128,persistent,inner_step
common_grid,PIS-S8-B8-U1,question,31,0,8,8,1,fixed_outer_round_weights,8,7.375,1.0746986401567644,0.5410062344509035,3.355789778219204,0.4579177440117238,0.4080760236829519,0.955403309315443,0,59,8,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,1,8,8,1,fixed_outer_round_weights,8,6.75,0.8921097969323204,0.4649456354178259,2.768679619578105,0.40991731522163705,0.5358787607401609,0.624776054173708,0,113,16,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,2,8,8,1,fixed_outer_round_weights,8,6.375,1.1820956832270288,0.6428693671777276,4.12034693629904,0.6511267105599791,0.422921160236001,0.8361313585191965,0,164,24,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,3,8,8,1,fixed_outer_round_weights,8,7.25,1.4158079968589592,0.7223949068390672,4.361615110112093,0.6095111151212684,0.2626429218798876,0.9573376206681132,0,222,32,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,4,8,8,1,fixed_outer_round_weights,8,6.5,1.531006605308795,0.8293877942550758,4.4913912723935185,0.6981355700214077,0.31157011538743973,0.5997822713106871,0,274,40,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,5,8,8,1,fixed_outer_round_weights,8,6,1.3883484519134097,0.7799368315078467,4.055280451801244,0.6794394402114573,0.2830566093325615,0.839509142562747,0,322,48,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,6,8,8,1,fixed_outer_round_weights,8,6,1.3086011433242655,0.7548537304998356,3.930224586254263,0.6757500572663141,0.31780561804771423,0.7767717838287354,0,370,56,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,7,8,8,1,fixed_outer_round_weights,8,6.125,1.2493670583668524,0.6871996337627826,3.7482339650659315,0.6044754108362311,0.3180317021906376,0.9996372144669294,0,419,64,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,8,8,8,1,fixed_outer_round_weights,8,6.125,1.5062307147988712,0.8454870950851922,4.663360143356455,0.7523843351849491,0.284836208447814,0.6654608510434628,0,468,72,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,9,8,8,1,fixed_outer_round_weights,8,7,1.4057559553522716,0.7174390319119032,4.342154498688871,0.6124766324094572,0.33719455637037754,0.6188611425459385,0,524,80,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,10,8,8,1,fixed_outer_round_weights,8,4.875,0.8034966352369354,0.5016391095061353,2.3725028080641315,0.5119469521151628,0.5755318775773048,0.5423528831452131,0,563,88,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,11,8,8,1,fixed_outer_round_weights,8,7.25,1.0715461979455516,0.5346883598949083,3.65727157491966,0.4964210443752671,0.4711926653981209,0.8583835586905479,0,621,96,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,12,8,8,1,fixed_outer_round_weights,8,6.25,1.1392229587658307,0.6342672514069861,3.7559328642674696,0.6001957126531903,0.3989560753107071,0.9980313358828425,0,671,104,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,13,8,8,1,fixed_outer_round_weights,8,6.625,1.592348566610652,0.8476574789960332,5.04621511220073,0.763135374469423,0.213649557903409,0.9998807115480304,0,724,112,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,14,8,8,1,fixed_outer_round_weights,8,6.75,1.1520507884518605,0.6074580329783451,3.7275388870267965,0.5579125523494715,0.4079298172146082,0.9463186096400023,0,778,120,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,15,8,8,1,fixed_outer_round_weights,8,6.375,1.0964839314253445,0.5953557697573275,3.1994260799151903,0.5064826603404943,0.4280987996608019,0.8185338899493217,0,829,128,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,16,8,8,1,fixed_outer_round_weights,8,6.375,1.0593167987322187,0.5446343571277347,3.228841826414048,0.48182915334342086,0.5128906331956387,0.6243743635714054,0,829,128,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,17,8,8,1,fixed_outer_round_weights,8,6.75,1.2394049875331772,0.651561078079924,3.6820813464540336,0.5436878250783476,0.39608500711619854,0.6327092759311199,0,837,128,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,18,8,8,1,fixed_outer_round_weights,8,6.875,1.2558593208900017,0.6539550514609069,3.9165885112239454,0.566072673099144,0.358000922948122,0.8332171142101288,0,835,128,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,19,8,8,1,fixed_outer_round_weights,8,7,1.1588593130416358,0.5917955024440744,3.405968690265821,0.4800736104442472,0.3485773131251335,0.9102384764701128,0,841,128,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,20,8,8,1,fixed_outer_round_weights,8,6.5,1.1630429543821252,0.6046051276616442,3.5354962597613264,0.5249844744091436,0.426956232637167,0.7249749768525362,0,840,128,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,21,8,8,1,fixed_outer_round_weights,8,6.875,1.4312396884431509,0.7510040467534768,4.107963256353957,0.612065755804845,0.35632177256047726,0.5981905572116375,0,834,128,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,22,8,8,1,fixed_outer_round_weights,8,6,1.0688581454182229,0.6361413774771696,3.2496860432202164,0.585654045139349,0.40814228542149067,0.792309420183301,0,829,128,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,23,8,8,1,fixed_outer_round_weights,8,7,1.3328589142115652,0.676927133789801,4.407327192205322,0.6100831732849518,0.3408122584223747,0.9777499251067638,0,834,128,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,24,8,8,1,fixed_outer_round_weights,8,6.875,0.6610500161953833,0.3745575158575876,2.331850681325577,0.37761630461233237,0.6453135181218386,0.8425769433379173,0,833,128,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,25,8,8,1,fixed_outer_round_weights,8,6.625,1.063553048966575,0.560229257145166,3.2516585937370395,0.48603074447755223,0.39983748085796833,0.9788402784615755,0,835,128,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,26,8,8,1,fixed_outer_round_weights,8,7,1.5171101683766754,0.7833715346024059,4.810819141925679,0.6913162321095319,0.23904978670179844,0.9697294980287552,0,838,128,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,27,8,8,1,fixed_outer_round_weights,8,7.5,1.154172513002564,0.5871151448021227,3.8664106058988152,0.5413371778579623,0.426250196993351,0.9012285154312849,0,847,128,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,28,8,8,1,fixed_outer_round_weights,8,6.875,0.9677955490619774,0.48258817371463036,3.8756214944546863,0.5368605561787084,0.5736979320645332,0.8737506298348308,0,852,128,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,29,8,8,1,fixed_outer_round_weights,8,6.625,1.114991830192476,0.6226285462270909,3.595538493350778,0.5650240971529674,0.47479140013456345,0.5873663052916527,0,854,128,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,30,8,8,1,fixed_outer_round_weights,8,7,1.378871839892816,0.7124366879786851,4.272372262698871,0.6011762287904664,0.2934726271778345,0.8276033494621515,0,861,128,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,31,31,8,8,1,fixed_outer_round_weights,8,7.375,1.287341732909276,0.6486337774049284,4.151240200367756,0.5626608278709515,0.35497017949819565,0.8436604365706444,0,874,128,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,47,0,8,8,1,fixed_outer_round_weights,8,6.25,1.1349509077162492,0.6171815705220699,3.6216500871979025,0.5715498190986665,0.4064122959971428,0.9019386246800423,0,50,8,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,47,1,8,8,1,fixed_outer_round_weights,8,6,0.9565739062283511,0.508092547209507,3.4505494201411855,0.5393511428965586,0.5399725567549467,0.7578128296881914,0,98,16,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,47,2,8,8,1,fixed_outer_round_weights,8,6.5,0.8787973295503924,0.45778070070171883,3.0773673899866276,0.45167276991516947,0.5478906482458115,0.8429692089557648,0,150,24,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,47,3,8,8,1,fixed_outer_round_weights,8,5.875,1.1260266869570774,0.6328796194103979,3.193871945458581,0.5332824833634604,0.4540170468389988,0.5273345801979303,0,197,32,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,47,4,8,8,1,fixed_outer_round_weights,8,5.75,1.3172779386010727,0.7627317769264121,3.713350731370183,0.650190413763924,0.30733162350952625,0.7738687619566917,0,243,40,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,47,5,8,8,1,fixed_outer_round_weights,8,6.25,1.0395277265667053,0.5448951462197918,3.495896634951283,0.5351667657173591,0.46754780784249306,0.9754822198301554,0,293,48,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,47,6,8,8,1,fixed_outer_round_weights,8,5.75,1.1102266855224432,0.6477578251061957,3.435335699403961,0.6092061165723403,0.40501420199871063,0.9686314249411225,0,339,56,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,47,7,8,8,1,fixed_outer_round_weights,8,6.125,1.4238818553425936,0.7806930231227267,4.720101283768922,0.7558422332637211,0.31180635280907154,0.8699929537251592,0,388,64,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,47,8,8,8,1,fixed_outer_round_weights,8,6.25,0.7336947426099589,0.41640579511187453,2.24615890585999,0.37982982509859414,0.5548115447163582,0.9073668643832207,0,438,72,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,47,9,8,8,1,fixed_outer_round_weights,8,7.375,1.3129439159284797,0.660990178786532,4.333529209323396,0.5919022280107584,0.3392086587846279,0.7460276056081057,0,497,80,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,47,10,8,8,1,fixed_outer_round_weights,8,6.375,0.7751680484518307,0.42666482985844434,2.31363252734251,0.3734566625398169,0.5318999532610178,0.9581310879439116,0,548,88,fresh_round,outer_round
common_grid,PIS-S8-B8-U1,question,47,11,8,8,1,fixed_outer_round_weights,8,7,1.2823103842941268,0.658370648789315,3.9645123195844674,0.5591979779945767,0.3298743460327387,0.8418123759329319,0,604,96,fresh_round,outer_round
