dataset,role,algorithm,seed,questions,category,extracted_correct,natural_eos,token_limit,count
svamp,posterior,AC-ALG1,1217,1000,multiple_markers,0,0,0,0
svamp,posterior,AC-ALG1,1217,1000,multiple_markers,0,0,1,0
svamp,posterior,AC-ALG1,1217,1000,multiple_markers,0,1,0,0
svamp,posterior,AC-ALG1,1217,1000,multiple_markers,0,1,1,0
svamp,posterior,AC-ALG1,1217,1000,multiple_markers,1,0,0,0
svamp,posterior,AC-ALG1,1217,1000,multiple_markers,1,0,1,0
svamp,posterior,AC-ALG1,1217,1000,multiple_markers,1,1,0,0
svamp,posterior,AC-ALG1,1217,1000,multiple_markers,1,1,1,0
svamp,posterior,AC-ALG1,1217,1000,one_invalid_or_nonterminal_marker,0,0,0,0
svamp,posterior,AC-ALG1,1217,1000,one_invalid_or_nonterminal_marker,0,0,1,1
svamp,posterior,AC-ALG1,1217,1000,one_invalid_or_nonterminal_marker,0,1,0,16
svamp,posterior,AC-ALG1,1217,1000,one_invalid_or_nonterminal_marker,0,1,1,0
svamp,posterior,AC-ALG1,1217,1000,one_invalid_or_nonterminal_marker,1,0,0,0
svamp,posterior,AC-ALG1,1217,1000,one_invalid_or_nonterminal_marker,1,0,1,0
svamp,posterior,AC-ALG1,1217,1000,one_invalid_or_nonterminal_marker,1,1,0,3
svamp,posterior,AC-ALG1,1217,1000,one_invalid_or_nonterminal_marker,1,1,1,0
svamp,posterior,AC-ALG1,1223,1000,strict_correct,0,0,0,0
svamp,posterior,AC-ALG1,1223,1000,strict_correct,0,0,1,0
svamp,posterior,AC-ALG1,1223,1000,strict_correct,0,1,0,0
svamp,posterior,AC-ALG1,1223,1000,strict_correct,0,1,1,0
svamp,posterior,AC-ALG1,1223,1000,strict_correct,1,0,0,0
svamp,posterior,AC-ALG1,1223,1000,strict_correct,1,0,1,0
svamp,posterior,AC-ALG1,1223,1000,strict_correct,1,1,0,489
svamp,posterior,AC-ALG1,1223,1000,strict_correct,1,1,1,0
svamp,posterior,AC-ALG1,1223,1000,strict_valid_wrong,0,0,0,0
svamp,posterior,AC-ALG1,1223,1000,strict_valid_wrong,0,0,1,1
svamp,posterior,AC-ALG1,1223,1000,strict_valid_wrong,0,1,0,73
svamp,posterior,AC-ALG1,1223,1000,strict_valid_wrong,0,1,1,0
svamp,posterior,AC-ALG1,1223,1000,strict_valid_wrong,1,0,0,0
svamp,posterior,AC-ALG1,1223,1000,strict_valid_wrong,1,0,1,0
svamp,posterior,AC-ALG1,1223,1000,strict_valid_wrong,1,1,0,0
svamp,posterior,AC-ALG1,1223,1000,strict_valid_wrong,1,1,1,0
svamp,posterior,AC-ALG1,1223,1000,missing_marker,0,0,0,0
svamp,posterior,AC-ALG1,1223,1000,missing_marker,0,0,1,11
svamp,posterior,AC-ALG1,1223,1000,missing_marker,0,1,0,86
svamp,posterior,AC-ALG1,1223,1000,missing_marker,0,1,1,0
svamp,posterior,AC-ALG1,1223,1000,missing_marker,1,0,0,0
svamp,posterior,AC-ALG1,1223,1000,missing_marker,1,0,1,2
svamp,posterior,AC-ALG1,1223,1000,missing_marker,1,1,0,330
svamp,posterior,AC-ALG1,1223,1000,missing_marker,1,1,1,0
svamp,posterior,AC-ALG1,1223,1000,multiple_markers,0,0,0,0
svamp,posterior,AC-ALG1,1223,1000,multiple_markers,0,0,1,0
svamp,posterior,AC-ALG1,1223,1000,multiple_markers,0,1,0,0
svamp,posterior,AC-ALG1,1223,1000,multiple_markers,0,1,1,0
svamp,posterior,AC-ALG1,1223,1000,multiple_markers,1,0,0,0
svamp,posterior,AC-ALG1,1223,1000,multiple_markers,1,0,1,0
svamp,posterior,AC-ALG1,1223,1000,multiple_markers,1,1,0,0
svamp,posterior,AC-ALG1,1223,1000,multiple_markers,1,1,1,0
svamp,posterior,AC-ALG1,1223,1000,one_invalid_or_nonterminal_marker,0,0,0,0
svamp,posterior,AC-ALG1,1223,1000,one_invalid_or_nonterminal_marker,0,0,1,0
svamp,posterior,AC-ALG1,1223,1000,one_invalid_or_nonterminal_marker,0,1,0,7
svamp,posterior,AC-ALG1,1223,1000,one_invalid_or_nonterminal_marker,0,1,1,0
svamp,posterior,AC-ALG1,1223,1000,one_invalid_or_nonterminal_marker,1,0,0,0
svamp,posterior,AC-ALG1,1223,1000,one_invalid_or_nonterminal_marker,1,0,1,0
svamp,posterior,AC-ALG1,1223,1000,one_invalid_or_nonterminal_marker,1,1,0,1
svamp,posterior,AC-ALG1,1223,1000,one_invalid_or_nonterminal_marker,1,1,1,0
svamp,posterior,AC-ALG1,1229,1000,strict_correct,0,0,0,0
svamp,posterior,AC-ALG1,1229,1000,strict_correct,0,0,1,0
svamp,posterior,AC-ALG1,1229,1000,strict_correct,0,1,0,0
svamp,posterior,AC-ALG1,1229,1000,strict_correct,0,1,1,0
svamp,posterior,AC-ALG1,1229,1000,strict_correct,1,0,0,0
svamp,posterior,AC-ALG1,1229,1000,strict_correct,1,0,1,0
svamp,posterior,AC-ALG1,1229,1000,strict_correct,1,1,0,645
svamp,posterior,AC-ALG1,1229,1000,strict_correct,1,1,1,0
svamp,posterior,AC-ALG1,1229,1000,strict_valid_wrong,0,0,0,0
svamp,posterior,AC-ALG1,1229,1000,strict_valid_wrong,0,0,1,0
svamp,posterior,AC-ALG1,1229,1000,strict_valid_wrong,0,1,0,108
svamp,posterior,AC-ALG1,1229,1000,strict_valid_wrong,0,1,1,0
svamp,posterior,AC-ALG1,1229,1000,strict_valid_wrong,1,0,0,0
svamp,posterior,AC-ALG1,1229,1000,strict_valid_wrong,1,0,1,0
svamp,posterior,AC-ALG1,1229,1000,strict_valid_wrong,1,1,0,0
svamp,posterior,AC-ALG1,1229,1000,strict_valid_wrong,1,1,1,0
svamp,posterior,AC-ALG1,1229,1000,missing_marker,0,0,0,0
svamp,posterior,AC-ALG1,1229,1000,missing_marker,0,0,1,4
svamp,posterior,AC-ALG1,1229,1000,missing_marker,0,1,0,49
svamp,posterior,AC-ALG1,1229,1000,missing_marker,0,1,1,0
svamp,posterior,AC-ALG1,1229,1000,missing_marker,1,0,0,0
svamp,posterior,AC-ALG1,1229,1000,missing_marker,1,0,1,2
svamp,posterior,AC-ALG1,1229,1000,missing_marker,1,1,0,182
svamp,posterior,AC-ALG1,1229,1000,missing_marker,1,1,1,0
svamp,posterior,AC-ALG1,1229,1000,multiple_markers,0,0,0,0
svamp,posterior,AC-ALG1,1229,1000,multiple_markers,0,0,1,0
svamp,posterior,AC-ALG1,1229,1000,multiple_markers,0,1,0,0
svamp,posterior,AC-ALG1,1229,1000,multiple_markers,0,1,1,0
svamp,posterior,AC-ALG1,1229,1000,multiple_markers,1,0,0,0
svamp,posterior,AC-ALG1,1229,1000,multiple_markers,1,0,1,0
svamp,posterior,AC-ALG1,1229,1000,multiple_markers,1,1,0,0
svamp,posterior,AC-ALG1,1229,1000,multiple_markers,1,1,1,0
svamp,posterior,AC-ALG1,1229,1000,one_invalid_or_nonterminal_marker,0,0,0,0
svamp,posterior,AC-ALG1,1229,1000,one_invalid_or_nonterminal_marker,0,0,1,0
svamp,posterior,AC-ALG1,1229,1000,one_invalid_or_nonterminal_marker,0,1,0,10
svamp,posterior,AC-ALG1,1229,1000,one_invalid_or_nonterminal_marker,0,1,1,0
svamp,posterior,AC-ALG1,1229,1000,one_invalid_or_nonterminal_marker,1,0,0,0
svamp,posterior,AC-ALG1,1229,1000,one_invalid_or_nonterminal_marker,1,0,1,0
svamp,posterior,AC-ALG1,1229,1000,one_invalid_or_nonterminal_marker,1,1,0,0
svamp,posterior,AC-ALG1,1229,1000,one_invalid_or_nonterminal_marker,1,1,1,0
svamp,posterior,AC-ALG1,1231,1000,strict_correct,0,0,0,0
svamp,posterior,AC-ALG1,1231,1000,strict_correct,0,0,1,0
svamp,posterior,AC-ALG1,1231,1000,strict_correct,0,1,0,0
svamp,posterior,AC-ALG1,1231,1000,strict_correct,0,1,1,0
svamp,posterior,AC-ALG1,1231,1000,strict_correct,1,0,0,0
svamp,posterior,AC-ALG1,1231,1000,strict_correct,1,0,1,0
svamp,posterior,AC-ALG1,1231,1000,strict_correct,1,1,0,732
svamp,posterior,AC-ALG1,1231,1000,strict_correct,1,1,1,0
svamp,posterior,AC-ALG1,1231,1000,strict_valid_wrong,0,0,0,0
svamp,posterior,AC-ALG1,1231,1000,strict_valid_wrong,0,0,1,0
svamp,posterior,AC-ALG1,1231,1000,strict_valid_wrong,0,1,0,120
svamp,posterior,AC-ALG1,1231,1000,strict_valid_wrong,0,1,1,0
svamp,posterior,AC-ALG1,1231,1000,strict_valid_wrong,1,0,0,0
svamp,posterior,AC-ALG1,1231,1000,strict_valid_wrong,1,0,1,0
svamp,posterior,AC-ALG1,1231,1000,strict_valid_wrong,1,1,0,0
svamp,posterior,AC-ALG1,1231,1000,strict_valid_wrong,1,1,1,0
svamp,posterior,AC-ALG1,1231,1000,missing_marker,0,0,0,0
svamp,posterior,AC-ALG1,1231,1000,missing_marker,0,0,1,4
svamp,posterior,AC-ALG1,1231,1000,missing_marker,0,1,0,29
svamp,posterior,AC-ALG1,1231,1000,missing_marker,0,1,1,0
svamp,posterior,AC-ALG1,1231,1000,missing_marker,1,0,0,0
svamp,posterior,AC-ALG1,1231,1000,missing_marker,1,0,1,3
svamp,posterior,AC-ALG1,1231,1000,missing_marker,1,1,0,102
svamp,posterior,AC-ALG1,1231,1000,missing_marker,1,1,1,0
svamp,posterior,AC-ALG1,1231,1000,multiple_markers,0,0,0,0
svamp,posterior,AC-ALG1,1231,1000,multiple_markers,0,0,1,0
svamp,posterior,AC-ALG1,1231,1000,multiple_markers,0,1,0,0
svamp,posterior,AC-ALG1,1231,1000,multiple_markers,0,1,1,0
svamp,posterior,AC-ALG1,1231,1000,multiple_markers,1,0,0,0
svamp,posterior,AC-ALG1,1231,1000,multiple_markers,1,0,1,0
svamp,posterior,AC-ALG1,1231,1000,multiple_markers,1,1,0,0
svamp,posterior,AC-ALG1,1231,1000,multiple_markers,1,1,1,0
svamp,posterior,AC-ALG1,1231,1000,one_invalid_or_nonterminal_marker,0,0,0,0
svamp,posterior,AC-ALG1,1231,1000,one_invalid_or_nonterminal_marker,0,0,1,0
svamp,posterior,AC-ALG1,1231,1000,one_invalid_or_nonterminal_marker,0,1,0,8
svamp,posterior,AC-ALG1,1231,1000,one_invalid_or_nonterminal_marker,0,1,1,0
svamp,posterior,AC-ALG1,1231,1000,one_invalid_or_nonterminal_marker,1,0,0,0
svamp,posterior,AC-ALG1,1231,1000,one_invalid_or_nonterminal_marker,1,0,1,1
svamp,posterior,AC-ALG1,1231,1000,one_invalid_or_nonterminal_marker,1,1,0,1
svamp,posterior,AC-ALG1,1231,1000,one_invalid_or_nonterminal_marker,1,1,1,0
svamp,posterior,AC-ALG1,1237,1000,strict_correct,0,0,0,0
svamp,posterior,AC-ALG1,1237,1000,strict_correct,0,0,1,0
svamp,posterior,AC-ALG1,1237,1000,strict_correct,0,1,0,0
svamp,posterior,AC-ALG1,1237,1000,strict_correct,0,1,1,0
svamp,posterior,AC-ALG1,1237,1000,strict_correct,1,0,0,0
svamp,posterior,AC-ALG1,1237,1000,strict_correct,1,0,1,0
svamp,posterior,AC-ALG1,1237,1000,strict_correct,1,1,0,631
svamp,posterior,AC-ALG1,1237,1000,strict_correct,1,1,1,0
svamp,posterior,AC-ALG1,1237,1000,strict_valid_wrong,0,0,0,0
svamp,posterior,AC-ALG1,1237,1000,strict_valid_wrong,0,0,1,0
svamp,posterior,AC-ALG1,1237,1000,strict_valid_wrong,0,1,0,84
svamp,posterior,AC-ALG1,1237,1000,strict_valid_wrong,0,1,1,0
svamp,posterior,AC-ALG1,1237,1000,strict_valid_wrong,1,0,0,0
svamp,posterior,AC-ALG1,1237,1000,strict_valid_wrong,1,0,1,0
svamp,posterior,AC-ALG1,1237,1000,strict_valid_wrong,1,1,0,0
svamp,posterior,AC-ALG1,1237,1000,strict_valid_wrong,1,1,1,0
svamp,posterior,AC-ALG1,1237,1000,missing_marker,0,0,0,0
svamp,posterior,AC-ALG1,1237,1000,missing_marker,0,0,1,6
svamp,posterior,AC-ALG1,1237,1000,missing_marker,0,1,0,55
svamp,posterior,AC-ALG1,1237,1000,missing_marker,0,1,1,0
svamp,posterior,AC-ALG1,1237,1000,missing_marker,1,0,0,0
svamp,posterior,AC-ALG1,1237,1000,missing_marker,1,0,1,2
svamp,posterior,AC-ALG1,1237,1000,missing_marker,1,1,0,212
svamp,posterior,AC-ALG1,1237,1000,missing_marker,1,1,1,0
svamp,posterior,AC-ALG1,1237,1000,multiple_markers,0,0,0,0
svamp,posterior,AC-ALG1,1237,1000,multiple_markers,0,0,1,0
svamp,posterior,AC-ALG1,1237,1000,multiple_markers,0,1,0,0
svamp,posterior,AC-ALG1,1237,1000,multiple_markers,0,1,1,0
svamp,posterior,AC-ALG1,1237,1000,multiple_markers,1,0,0,0
svamp,posterior,AC-ALG1,1237,1000,multiple_markers,1,0,1,0
svamp,posterior,AC-ALG1,1237,1000,multiple_markers,1,1,0,0
svamp,posterior,AC-ALG1,1237,1000,multiple_markers,1,1,1,0
svamp,posterior,AC-ALG1,1237,1000,one_invalid_or_nonterminal_marker,0,0,0,0
svamp,posterior,AC-ALG1,1237,1000,one_invalid_or_nonterminal_marker,0,0,1,0
svamp,posterior,AC-ALG1,1237,1000,one_invalid_or_nonterminal_marker,0,1,0,10
svamp,posterior,AC-ALG1,1237,1000,one_invalid_or_nonterminal_marker,0,1,1,0
svamp,posterior,AC-ALG1,1237,1000,one_invalid_or_nonterminal_marker,1,0,0,0
svamp,posterior,AC-ALG1,1237,1000,one_invalid_or_nonterminal_marker,1,0,1,0
svamp,posterior,AC-ALG1,1237,1000,one_invalid_or_nonterminal_marker,1,1,0,0
svamp,posterior,AC-ALG1,1237,1000,one_invalid_or_nonterminal_marker,1,1,1,0
svamp,non_rl_self_training,TRICE,1201,1000,strict_correct,0,0,0,0
svamp,non_rl_self_training,TRICE,1201,1000,strict_correct,0,0,1,0
svamp,non_rl_self_training,TRICE,1201,1000,strict_correct,0,1,0,0
svamp,non_rl_self_training,TRICE,1201,1000,strict_correct,0,1,1,0
svamp,non_rl_self_training,TRICE,1201,1000,strict_correct,1,0,0,0
svamp,non_rl_self_training,TRICE,1201,1000,strict_correct,1,0,1,0
svamp,non_rl_self_training,TRICE,1201,1000,strict_correct,1,1,0,789
svamp,non_rl_self_training,TRICE,1201,1000,strict_correct,1,1,1,0
svamp,non_rl_self_training,TRICE,1201,1000,strict_valid_wrong,0,0,0,0
svamp,non_rl_self_training,TRICE,1201,1000,strict_valid_wrong,0,0,1,0
svamp,non_rl_self_training,TRICE,1201,1000,strict_valid_wrong,0,1,0,193
svamp,non_rl_self_training,TRICE,1201,1000,strict_valid_wrong,0,1,1,0
svamp,non_rl_self_training,TRICE,1201,1000,strict_valid_wrong,1,0,0,0
svamp,non_rl_self_training,TRICE,1201,1000,strict_valid_wrong,1,0,1,0
svamp,non_rl_self_training,TRICE,1201,1000,strict_valid_wrong,1,1,0,0
svamp,non_rl_self_training,TRICE,1201,1000,strict_valid_wrong,1,1,1,0
svamp,non_rl_self_training,TRICE,1201,1000,missing_marker,0,0,0,0
svamp,non_rl_self_training,TRICE,1201,1000,missing_marker,0,0,1,3
svamp,non_rl_self_training,TRICE,1201,1000,missing_marker,0,1,0,0
svamp,non_rl_self_training,TRICE,1201,1000,missing_marker,0,1,1,0
svamp,non_rl_self_training,TRICE,1201,1000,missing_marker,1,0,0,0
svamp,non_rl_self_training,TRICE,1201,1000,missing_marker,1,0,1,0
svamp,non_rl_self_training,TRICE,1201,1000,missing_marker,1,1,0,0
svamp,non_rl_self_training,TRICE,1201,1000,missing_marker,1,1,1,0
svamp,non_rl_self_training,TRICE,1201,1000,multiple_markers,0,0,0,0
svamp,non_rl_self_training,TRICE,1201,1000,multiple_markers,0,0,1,0
svamp,non_rl_self_training,TRICE,1201,1000,multiple_markers,0,1,0,0
svamp,non_rl_self_training,TRICE,1201,1000,multiple_markers,0,1,1,0
svamp,non_rl_self_training,TRICE,1201,1000,multiple_markers,1,0,0,0
svamp,non_rl_self_training,TRICE,1201,1000,multiple_markers,1,0,1,0
svamp,non_rl_self_training,TRICE,1201,1000,multiple_markers,1,1,0,0
svamp,non_rl_self_training,TRICE,1201,1000,multiple_markers,1,1,1,0
svamp,non_rl_self_training,TRICE,1201,1000,one_invalid_or_nonterminal_marker,0,0,0,0
svamp,non_rl_self_training,TRICE,1201,1000,one_invalid_or_nonterminal_marker,0,0,1,1
svamp,non_rl_self_training,TRICE,1201,1000,one_invalid_or_nonterminal_marker,0,1,0,14
svamp,non_rl_self_training,TRICE,1201,1000,one_invalid_or_nonterminal_marker,0,1,1,0
svamp,non_rl_self_training,TRICE,1201,1000,one_invalid_or_nonterminal_marker,1,0,0,0
svamp,non_rl_self_training,TRICE,1201,1000,one_invalid_or_nonterminal_marker,1,0,1,0
svamp,non_rl_self_training,TRICE,1201,1000,one_invalid_or_nonterminal_marker,1,1,0,0
svamp,non_rl_self_training,TRICE,1201,1000,one_invalid_or_nonterminal_marker,1,1,1,0
svamp,non_rl_self_training,TRICE,1213,1000,strict_correct,0,0,0,0
svamp,non_rl_self_training,TRICE,1213,1000,strict_correct,0,0,1,0
svamp,non_rl_self_training,TRICE,1213,1000,strict_correct,0,1,0,0
svamp,non_rl_self_training,TRICE,1213,1000,strict_correct,0,1,1,0
svamp,non_rl_self_training,TRICE,1213,1000,strict_correct,1,0,0,0
svamp,non_rl_self_training,TRICE,1213,1000,strict_correct,1,0,1,0
svamp,non_rl_self_training,TRICE,1213,1000,strict_correct,1,1,0,809
svamp,non_rl_self_training,TRICE,1213,1000,strict_correct,1,1,1,0
svamp,non_rl_self_training,TRICE,1213,1000,strict_valid_wrong,0,0,0,0
svamp,non_rl_self_training,TRICE,1213,1000,strict_valid_wrong,0,0,1,0
svamp,non_rl_self_training,TRICE,1213,1000,strict_valid_wrong,0,1,0,178
svamp,non_rl_self_training,TRICE,1213,1000,strict_valid_wrong,0,1,1,0
svamp,non_rl_self_training,TRICE,1213,1000,strict_valid_wrong,1,0,0,0
svamp,non_rl_self_training,TRICE,1213,1000,strict_valid_wrong,1,0,1,0
svamp,non_rl_self_training,TRICE,1213,1000,strict_valid_wrong,1,1,0,0
svamp,non_rl_self_training,TRICE,1213,1000,strict_valid_wrong,1,1,1,0
svamp,non_rl_self_training,TRICE,1213,1000,missing_marker,0,0,0,0
svamp,non_rl_self_training,TRICE,1213,1000,missing_marker,0,0,1,0
svamp,non_rl_self_training,TRICE,1213,1000,missing_marker,0,1,0,0
svamp,non_rl_self_training,TRICE,1213,1000,missing_marker,0,1,1,0
svamp,non_rl_self_training,TRICE,1213,1000,missing_marker,1,0,0,0
svamp,non_rl_self_training,TRICE,1213,1000,missing_marker,1,0,1,1
svamp,non_rl_self_training,TRICE,1213,1000,missing_marker,1,1,0,0
svamp,non_rl_self_training,TRICE,1213,1000,missing_marker,1,1,1,0
svamp,non_rl_self_training,TRICE,1213,1000,multiple_markers,0,0,0,0
svamp,non_rl_self_training,TRICE,1213,1000,multiple_markers,0,0,1,0
svamp,non_rl_self_training,TRICE,1213,1000,multiple_markers,0,1,0,0
svamp,non_rl_self_training,TRICE,1213,1000,multiple_markers,0,1,1,0
svamp,non_rl_self_training,TRICE,1213,1000,multiple_markers,1,0,0,0
svamp,non_rl_self_training,TRICE,1213,1000,multiple_markers,1,0,1,0
svamp,non_rl_self_training,TRICE,1213,1000,multiple_markers,1,1,0,0
svamp,non_rl_self_training,TRICE,1213,1000,multiple_markers,1,1,1,0
svamp,non_rl_self_training,TRICE,1213,1000,one_invalid_or_nonterminal_marker,0,0,0,0
svamp,non_rl_self_training,TRICE,1213,1000,one_invalid_or_nonterminal_marker,0,0,1,0
svamp,non_rl_self_training,TRICE,1213,1000,one_invalid_or_nonterminal_marker,0,1,0,12
svamp,non_rl_self_training,TRICE,1213,1000,one_invalid_or_nonterminal_marker,0,1,1,0
svamp,non_rl_self_training,TRICE,1213,1000,one_invalid_or_nonterminal_marker,1,0,0,0
svamp,non_rl_self_training,TRICE,1213,1000,one_invalid_or_nonterminal_marker,1,0,1,0
svamp,non_rl_self_training,TRICE,1213,1000,one_invalid_or_nonterminal_marker,1,1,0,0
svamp,non_rl_self_training,TRICE,1213,1000,one_invalid_or_nonterminal_marker,1,1,1,0
svamp,non_rl_self_training,TRICE,1217,1000,strict_correct,0,0,0,0
svamp,non_rl_self_training,TRICE,1217,1000,strict_correct,0,0,1,0
svamp,non_rl_self_training,TRICE,1217,1000,strict_correct,0,1,0,0
svamp,non_rl_self_training,TRICE,1217,1000,strict_correct,0,1,1,0
svamp,non_rl_self_training,TRICE,1217,1000,strict_correct,1,0,0,0
svamp,non_rl_self_training,TRICE,1217,1000,strict_correct,1,0,1,0
svamp,non_rl_self_training,TRICE,1217,1000,strict_correct,1,1,0,766
svamp,non_rl_self_training,TRICE,1217,1000,strict_correct,1,1,1,0
svamp,non_rl_self_training,TRICE,1217,1000,strict_valid_wrong,0,0,0,0
svamp,non_rl_self_training,TRICE,1217,1000,strict_valid_wrong,0,0,1,0
svamp,non_rl_self_training,TRICE,1217,1000,strict_valid_wrong,0,1,0,216
svamp,non_rl_self_training,TRICE,1217,1000,strict_valid_wrong,0,1,1,0
svamp,non_rl_self_training,TRICE,1217,1000,strict_valid_wrong,1,0,0,0
svamp,non_rl_self_training,TRICE,1217,1000,strict_valid_wrong,1,0,1,0
svamp,non_rl_self_training,TRICE,1217,1000,strict_valid_wrong,1,1,0,0
svamp,non_rl_self_training,TRICE,1217,1000,strict_valid_wrong,1,1,1,0
svamp,non_rl_self_training,TRICE,1217,1000,missing_marker,0,0,0,0
svamp,non_rl_self_training,TRICE,1217,1000,missing_marker,0,0,1,2
svamp,non_rl_self_training,TRICE,1217,1000,missing_marker,0,1,0,0
svamp,non_rl_self_training,TRICE,1217,1000,missing_marker,0,1,1,0
svamp,non_rl_self_training,TRICE,1217,1000,missing_marker,1,0,0,0
svamp,non_rl_self_training,TRICE,1217,1000,missing_marker,1,0,1,0
svamp,non_rl_self_training,TRICE,1217,1000,missing_marker,1,1,0,0
svamp,non_rl_self_training,TRICE,1217,1000,missing_marker,1,1,1,0
svamp,non_rl_self_training,TRICE,1217,1000,multiple_markers,0,0,0,0
svamp,non_rl_self_training,TRICE,1217,1000,multiple_markers,0,0,1,0
svamp,non_rl_self_training,TRICE,1217,1000,multiple_markers,0,1,0,0
svamp,non_rl_self_training,TRICE,1217,1000,multiple_markers,0,1,1,0
svamp,non_rl_self_training,TRICE,1217,1000,multiple_markers,1,0,0,0
svamp,non_rl_self_training,TRICE,1217,1000,multiple_markers,1,0,1,0
svamp,non_rl_self_training,TRICE,1217,1000,multiple_markers,1,1,0,0
svamp,non_rl_self_training,TRICE,1217,1000,multiple_markers,1,1,1,0
svamp,non_rl_self_training,TRICE,1217,1000,one_invalid_or_nonterminal_marker,0,0,0,0
svamp,non_rl_self_training,TRICE,1217,1000,one_invalid_or_nonterminal_marker,0,0,1,1
svamp,non_rl_self_training,TRICE,1217,1000,one_invalid_or_nonterminal_marker,0,1,0,15
svamp,non_rl_self_training,TRICE,1217,1000,one_invalid_or_nonterminal_marker,0,1,1,0
svamp,non_rl_self_training,TRICE,1217,1000,one_invalid_or_nonterminal_marker,1,0,0,0
svamp,non_rl_self_training,TRICE,1217,1000,one_invalid_or_nonterminal_marker,1,0,1,0
svamp,non_rl_self_training,TRICE,1217,1000,one_invalid_or_nonterminal_marker,1,1,0,0
svamp,non_rl_self_training,TRICE,1217,1000,one_invalid_or_nonterminal_marker,1,1,1,0
svamp,non_rl_self_training,TRICE,1223,1000,strict_correct,0,0,0,0
svamp,non_rl_self_training,TRICE,1223,1000,strict_correct,0,0,1,0
svamp,non_rl_self_training,TRICE,1223,1000,strict_correct,0,1,0,0
svamp,non_rl_self_training,TRICE,1223,1000,strict_correct,0,1,1,0
svamp,non_rl_self_training,TRICE,1223,1000,strict_correct,1,0,0,0
svamp,non_rl_self_training,TRICE,1223,1000,strict_correct,1,0,1,0
svamp,non_rl_self_training,TRICE,1223,1000,strict_correct,1,1,0,787
svamp,non_rl_self_training,TRICE,1223,1000,strict_correct,1,1,1,0
svamp,non_rl_self_training,TRICE,1223,1000,strict_valid_wrong,0,0,0,0
svamp,non_rl_self_training,TRICE,1223,1000,strict_valid_wrong,0,0,1,0
svamp,non_rl_self_training,TRICE,1223,1000,strict_valid_wrong,0,1,0,192
svamp,non_rl_self_training,TRICE,1223,1000,strict_valid_wrong,0,1,1,0
svamp,non_rl_self_training,TRICE,1223,1000,strict_valid_wrong,1,0,0,0
svamp,non_rl_self_training,TRICE,1223,1000,strict_valid_wrong,1,0,1,0
svamp,non_rl_self_training,TRICE,1223,1000,strict_valid_wrong,1,1,0,0
svamp,non_rl_self_training,TRICE,1223,1000,strict_valid_wrong,1,1,1,0
svamp,non_rl_self_training,TRICE,1223,1000,missing_marker,0,0,0,0
svamp,non_rl_self_training,TRICE,1223,1000,missing_marker,0,0,1,5
svamp,non_rl_self_training,TRICE,1223,1000,missing_marker,0,1,0,0
svamp,non_rl_self_training,TRICE,1223,1000,missing_marker,0,1,1,0
svamp,non_rl_self_training,TRICE,1223,1000,missing_marker,1,0,0,0
svamp,non_rl_self_training,TRICE,1223,1000,missing_marker,1,0,1,0
svamp,non_rl_self_training,TRICE,1223,1000,missing_marker,1,1,0,0
svamp,non_rl_self_training,TRICE,1223,1000,missing_marker,1,1,1,0
svamp,non_rl_self_training,TRICE,1223,1000,multiple_markers,0,0,0,0
svamp,non_rl_self_training,TRICE,1223,1000,multiple_markers,0,0,1,0
svamp,non_rl_self_training,TRICE,1223,1000,multiple_markers,0,1,0,0
svamp,non_rl_self_training,TRICE,1223,1000,multiple_markers,0,1,1,0
svamp,non_rl_self_training,TRICE,1223,1000,multiple_markers,1,0,0,0
svamp,non_rl_self_training,TRICE,1223,1000,multiple_markers,1,0,1,0
svamp,non_rl_self_training,TRICE,1223,1000,multiple_markers,1,1,0,0
svamp,non_rl_self_training,TRICE,1223,1000,multiple_markers,1,1,1,0
svamp,non_rl_self_training,TRICE,1223,1000,one_invalid_or_nonterminal_marker,0,0,0,0
svamp,non_rl_self_training,TRICE,1223,1000,one_invalid_or_nonterminal_marker,0,0,1,0
svamp,non_rl_self_training,TRICE,1223,1000,one_invalid_or_nonterminal_marker,0,1,0,16
svamp,non_rl_self_training,TRICE,1223,1000,one_invalid_or_nonterminal_marker,0,1,1,0
svamp,non_rl_self_training,TRICE,1223,1000,one_invalid_or_nonterminal_marker,1,0,0,0
svamp,non_rl_self_training,TRICE,1223,1000,one_invalid_or_nonterminal_marker,1,0,1,0
svamp,non_rl_self_training,TRICE,1223,1000,one_invalid_or_nonterminal_marker,1,1,0,0
svamp,non_rl_self_training,TRICE,1223,1000,one_invalid_or_nonterminal_marker,1,1,1,0
svamp,non_rl_self_training,TRICE,1229,1000,strict_correct,0,0,0,0
svamp,non_rl_self_training,TRICE,1229,1000,strict_correct,0,0,1,0
svamp,non_rl_self_training,TRICE,1229,1000,strict_correct,0,1,0,0
svamp,non_rl_self_training,TRICE,1229,1000,strict_correct,0,1,1,0
svamp,non_rl_self_training,TRICE,1229,1000,strict_correct,1,0,0,0
svamp,non_rl_self_training,TRICE,1229,1000,strict_correct,1,0,1,0
svamp,non_rl_self_training,TRICE,1229,1000,strict_correct,1,1,0,802
svamp,non_rl_self_training,TRICE,1229,1000,strict_correct,1,1,1,0
svamp,non_rl_self_training,TRICE,1229,1000,strict_valid_wrong,0,0,0,0
svamp,non_rl_self_training,TRICE,1229,1000,strict_valid_wrong,0,0,1,0
